lat, lon, mtco_anm_mean, mtco_se_mean, mtco_tstat,mtco_sig, mtco_sig_val,mtco_npts
   49.000000,    91.000000,         3.7500,         1.4003,         2.6780,         1.0000,         3.7500,     2
   61.000000,    91.000000,        -0.4500,         1.8574,        -0.2423,         0.0000,         0.0000,     2
   59.000000,    93.000000,        -0.4000,         2.6531,        -0.1508,         0.0000,         0.0000,     1
   51.000000,    95.000000,        -2.2000,         4.2347,        -0.5195,         0.0000,         0.0000,     1
   49.000000,    99.000000,         5.8750,         1.1149,         5.2695,         1.0000,         5.8750,     4
   51.000000,    99.000000,         0.2000,         3.6735,         0.0544,         0.0000,         0.0000,     1
   53.000000,    99.000000,         0.0000,         2.7472,         0.0000,         0.0000,         0.0000,     1
   71.000000,    99.000000,         4.7000,         2.4490,         1.9192,         0.0000,         0.0000,     1
   47.000000,   101.000000,         3.2000,         3.2653,         0.9800,         0.0000,         0.0000,     1
   51.000000,   101.000000,        -0.7000,         2.8827,        -0.2428,         0.0000,         0.0000,     1
   49.000000,   103.000000,         1.5500,         2.7935,         0.5549,         0.0000,         0.0000,     2
   61.000000,   103.000000,         2.9000,         2.2704,         1.2773,         0.0000,         0.0000,     1
   51.000000,   107.000000,        -2.4500,         2.1853,        -1.1211,         0.0000,         0.0000,     2
   53.000000,   109.000000,         0.6500,         1.8945,         0.3431,         0.0000,         0.0000,     2
   53.000000,   111.000000,         0.5000,         3.2143,         0.1556,         0.0000,         0.0000,     1
   55.000000,   111.000000,         0.9000,         3.3673,         0.2673,         0.0000,         0.0000,     1
   41.000000,   115.000000,        -0.7500,         1.9426,        -0.3861,         0.0000,         0.0000,     2
   63.000000,   121.000000,         1.1000,         2.9082,         0.3782,         0.0000,         0.0000,     1
   65.000000,   121.000000,        -0.2000,         4.4388,        -0.0451,         0.0000,         0.0000,     1
   63.000000,   123.000000,        -1.0000,         3.6735,        -0.2722,         0.0000,         0.0000,     1
   57.000000,   125.000000,        -3.7000,         2.7806,        -1.3306,         0.0000,         0.0000,     1
   61.000000,   129.000000,        -0.6500,         2.6078,        -0.2493,         0.0000,         0.0000,     2
   63.000000,   129.000000,        -0.5000,         4.1327,        -0.1210,         0.0000,         0.0000,     1
   59.000000,   131.000000,        -0.8000,         4.0306,        -0.1985,         0.0000,         0.0000,     1
   35.000000,   135.000000,        -0.6000,         1.9426,        -0.3089,         0.0000,         0.0000,     2
   71.000000,   137.000000,        -0.6000,         4.8214,        -0.1244,         0.0000,         0.0000,     1
   65.000000,   141.000000,         0.9000,         3.4439,         0.2613,         0.0000,         0.0000,     1
   69.000000,   149.000000,        -3.1000,         2.3214,        -1.3354,         0.0000,         0.0000,     1
   71.000000,   157.000000,        -0.1000,         4.6939,        -0.0213,         0.0000,         0.0000,     1
